ID,Pale,Intskin,Darkskin,Blonde,Brownh,Black,Blue,Int,Brown,F,M
917,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,4.74E-13,2.40E-05,2.03E-06,1,0.0000001
918,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.80E-05,1.40E-07,0.0000001,1,0.0000001
919,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
920,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.71E-05,1.42E-07,0.0000001,1,0.0000001
922,0.076710442,0.105469846,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,5.40E-08,0.000341795,1,0.0000001
924,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,5.50E-15,6.73E-06,5.66E-05,1,0.0000001
929,0.010910428,0.123569794,0.000343249,0.072427293,0.350484713,0.016063883,2.25E-13,8.66E-06,2.41E-06,1,0.0000001
930,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.46E-10,1.12E-07,3.05E-08,0.0000001,1
931,0.007405866,0.109839817,0.002184315,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,0.000310253,0.0000001,1
935,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,1.76E-08,1.96E-07,1.17E-10,0.0000001,1
936,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,3.58E-11,2.20E-05,9.47E-08,1,0.0000001
937,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.80E-05,1.40E-07,0.0000001,1,0.0000001
939,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.60E-06,1.70E-07,0.0000001,1,0.0000001
941,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
942,0.0000001,0.193133047,1.94E-07,0.043127517,0.396187919,0.026496644,4.47E-06,9.24E-05,0.0000001,1,0.0000001
943,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.80E-09,1.12E-07,7.13E-10,1,0.0000001
945,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,6.26E-08,1.03E-07,3.41E-11,1,0.0000001
947,0.014801138,0.09899726,4.12E-05,0.126984127,0.253968254,0.015873016,0.0000001,4.43E-07,0.0000001,1,0.0000001
960,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,2.69E-12,3.73E-05,9.43E-07,0.0000001,1
963,0.0000001,0.311158798,1.08E-05,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
966,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
968,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,1,0.0000001
970,0.11301092,0.118653576,0.0000001,0.043127517,0.396187919,0.026496644,4.74E-13,2.40E-05,2.03E-06,1,0.0000001
972,0.059204552,0.159495585,2.29E-06,0.043127517,0.396187919,0.026496644,1.71E-05,1.42E-07,0.0000001,0.0000001,1
974,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,5.06E-08,0.000461219,1,0.0000001
975,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,8.91E-12,3.34E-05,8.26E-09,0.0000001,1
976,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,5.06E-08,0.000461219,1,0.0000001
977,0.076710442,0.105469846,0.0000001,0.043127517,0.396187919,0.026496644,0.0000001,0.0000001,0.000318838,0.0000001,1
979,0.153311142,0.095058659,0.0000001,0.072427293,0.350484713,0.016063883,3.43E-07,1.36E-07,2.72E-11,0.0000001,1
985,0.11301092,0.118653576,0.0000001,0.149193548,0.259856631,0.009856631,0.0000001,4.51E-06,4.05E-06,1,0.0000001
986,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,6.26E-08,1.03E-07,3.41E-11,1,0.0000001
987,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,0.0000001,3.21E-05,7.29E-08,0.0000001,1
989,0.153311142,0.095058659,0.0000001,0.058285714,0.358857143,0.024,9.28E-06,2.00E-07,0.0000001,1,0.0000001
990,0.0000001,0.388392857,8.95E-05,0.043127517,0.396187919,0.026496644,7.33E-13,1.81E-05,2.60E-06,0.0000001,1
991,0.153311142,0.095058659,0.0000001,0.043127517,0.396187919,0.026496644,6.78E-07,0.000298483,5.50E-12,1,0.0000001
992,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,5.50E-15,6.73E-06,5.66E-05,0.0000001,1
994,0.11301092,0.118653576,0.0000001,0.072427293,0.350484713,0.016063883,6.99E-10,0.000305618,1.67E-09,0.0000001,1
